osm_id;ags;ort;plz;landkreis;bundesland;Struktur;Lage;avg_preis;KontextLabel
446869;3356002;Grasberg;28879;Landkreis Osterholz;Niedersachsen;ländlich;peripher ;2450;ländlichperipher 
1797918;3351006;Celle;29221;Landkreis Celle;Niedersachsen;teilweise städtisch;zentral ;2750;teilweise städtischzentral 
1797918;3351006;Celle;29223;Landkreis Celle;Niedersachsen;teilweise städtisch;zentral ;2350;teilweise städtischzentral 
1797918;3351006;Celle;29225;Landkreis Celle;Niedersachsen;teilweise städtisch;zentral ;2350;teilweise städtischzentral 
1797918;3351006;Celle;29227;Landkreis Celle;Niedersachsen;teilweise städtisch;zentral ;2350;teilweise städtischzentral 
1797918;3351006;Celle;29229;Landkreis Celle;Niedersachsen;teilweise städtisch;zentral ;2350;teilweise städtischzentral 
1799279;3351024;Winsen (Aller);29229;Landkreis Celle;Niedersachsen;teilweise städtisch;peripher ;2350;teilweise städtischperipher 
1797917;3351004;Bergen;29303;Landkreis Celle;Niedersachsen;ländlich;peripher ;1850;ländlichperipher 
1799277;3351501;Lohheide;29303;Landkreis Celle;Niedersachsen;ländlich;peripher ;1850;ländlichperipher 
4447328;3351026;Südheide;29303;Landkreis Celle;Niedersachsen;ländlich;sehr peripher ;1850;ländlichsehr peripher 
1799279;3351024;Winsen (Aller);29308;Landkreis Celle;Niedersachsen;teilweise städtisch;peripher ;2250;teilweise städtischperipher 
1799275;3351012;Hambühren;29313;Landkreis Celle;Niedersachsen;teilweise städtisch;zentral ;2300;teilweise städtischzentral 
4447328;3351026;Südheide;29320;Landkreis Celle;Niedersachsen;ländlich;sehr peripher ;2250;ländlichsehr peripher 
1799278;3351023;Wietze;29323;Landkreis Celle;Niedersachsen;ländlich;zentral ;2350;ländlichzentral 
1797919;3351010;Faßberg;29328;Landkreis Celle;Niedersachsen;ländlich;sehr peripher ;1950;ländlichsehr peripher 
1797686;3351016;Lachendorf;29331;Landkreis Celle;Niedersachsen;teilweise städtisch;peripher ;2300;teilweise städtischperipher 
1796301;3351018;Nienhagen;29336;Landkreis Celle;Niedersachsen;überwiegend städtisch;zentral ;2650;überwiegend städtischzentral 
1796302;3351021;Wathlingen;29339;Landkreis Celle;Niedersachsen;überwiegend städtisch;zentral ;2550;überwiegend städtischzentral 
1797624;3351022;Wienhausen;29342;Landkreis Celle;Niedersachsen;ländlich;peripher ;2250;ländlichperipher 
4447328;3351026;Südheide;29345;Landkreis Celle;Niedersachsen;ländlich;sehr peripher ;1600;ländlichsehr peripher 
3411187;3351025;Eschede;29348;Landkreis Celle;Niedersachsen;ländlich;peripher ;1800;ländlichperipher 
1797684;3351008;Eldingen;29351;Landkreis Celle;Niedersachsen;ländlich;peripher ;1700;ländlichperipher 
1796300;3351001;Adelheidsdorf;29352;Landkreis Celle;Niedersachsen;ländlich;zentral ;2450;ländlichzentral 
1797682;3351002;Ahnsbeck;29353;Landkreis Celle;Niedersachsen;ländlich;peripher ;2750;ländlichperipher 
1797683;3351003;Beedenbostel;29355;Landkreis Celle;Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
1797621;3351005;Bröckel;29356;Landkreis Celle;Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
1797622;3351007;Eicklingen;29358;Landkreis Celle;Niedersachsen;teilweise städtisch;peripher ;2350;teilweise städtischperipher 
3411187;3351025;Eschede;29359;Landkreis Celle;Niedersachsen;ländlich;peripher ;1800;ländlichperipher 
3411187;3351025;Eschede;29361;Landkreis Celle;Niedersachsen;ländlich;peripher ;1550;ländlichperipher 
1797685;3351015;Hohne;29362;Landkreis Celle;Niedersachsen;ländlich;peripher ;2100;ländlichperipher 
1797623;3351017;Langlingen;29364;Landkreis Celle;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
1392733;3151028;Sprakensehl;29365;Landkreis Gifhorn;Niedersachsen;ländlich;sehr peripher ;1550;ländlichsehr peripher 
1392623;3151029;Steinhorst;29367;Landkreis Gifhorn;Niedersachsen;ländlich;sehr peripher ;1950;ländlichsehr peripher 
1381735;3151033;Ummern;29369;Landkreis Gifhorn;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1392804;3151040;Wittingen;29378;Landkreis Gifhorn;Niedersachsen;ländlich;sehr peripher ;1500;ländlichsehr peripher 
1392804;3151040;Wittingen;29379;Landkreis Gifhorn;Niedersachsen;ländlich;sehr peripher ;1500;ländlichsehr peripher 
1392689;3151007;Dedelstorf;29386;Landkreis Gifhorn;Niedersachsen;ländlich;sehr peripher ;1850;ländlichsehr peripher 
1392688;3151011;Hankensbüttel;29386;Landkreis Gifhorn;Niedersachsen;ländlich;sehr peripher ;1850;ländlichsehr peripher 
1392724;3151019;Obernholz;29386;Landkreis Gifhorn;Niedersachsen;ländlich;sehr peripher ;1850;ländlichsehr peripher 
1250039;3360005;Bad Bodenteich;29389;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;1900;ländlichsehr peripher 
1384589;3151038;Wesendorf;29392;Landkreis Gifhorn;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
1382927;3151010;Groß Oesingen;29393;Landkreis Gifhorn;Niedersachsen;ländlich;peripher ;4850;ländlichperipher 
1250037;3360013;Lüder;29394;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;1250;ländlichsehr peripher 
1384906;3151026;Schönewörde;29396;Landkreis Gifhorn;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
1384907;3151036;Wahrenholz;29399;Landkreis Gifhorn;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
1818755;3354018;Lüchow;29439;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1450;ländlichsehr peripher 
1821329;3354004;Dannenberg;29451;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1900;ländlichsehr peripher 
1821294;3354009;Hitzacker;29456;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1750;ländlichsehr peripher 
1821912;3354002;Clenze;29459;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;800;ländlichsehr peripher 
1821905;3354026;Wustrow;29462;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1300;ländlichsehr peripher 
1821917;3354022;Schnega;29465;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1100;ländlichsehr peripher 
1821916;3354001;Bergen an der Dumme;29468;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1150;ländlichsehr peripher 
1821839;3354005;Gartow;29471;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1800;ländlichsehr peripher 
1821764;3354003;Damnatz;29472;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1700;ländlichsehr peripher 
1819626;3354006;Göhrde;29473;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1800;ländlichsehr peripher 
1821786;3354007;Gorleben;29475;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1600;ländlichsehr peripher 
1821886;3354008;Gusborn;29476;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1700;ländlichsehr peripher 
1821794;3354010;Höhbeck;29478;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;750;ländlichsehr peripher 
1818786;3354011;Jameln;29479;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1350;ländlichsehr peripher 
1819623;3354012;Karwitz;29481;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;2000;ländlichsehr peripher 
1818752;3354013;Küsten;29482;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1200;ländlichsehr peripher 
1821776;3354014;Langendorf;29484;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1250;ländlichsehr peripher 
1821903;3354015;Lemgow;29485;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1100;ländlichsehr peripher 
1821913;3354016;Luckau (Wendland);29487;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1250;ländlichsehr peripher 
1821904;3354017;Lübbow;29488;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1000;ländlichsehr peripher 
1821290;3354019;Neu Darchau;29490;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;2050;ländlichsehr peripher 
1829046;3354020;Prezelle;29491;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1550;ländlichsehr peripher 
1821834;3354021;Schnackenburg;29493;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1000;ländlichsehr peripher 
1821884;3354023;Trebel;29494;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1500;ländlichsehr peripher 
1822765;3354024;Waddeweitz;29496;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1500;ländlichsehr peripher 
1818787;3354025;Woltersdorf;29497;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;1050;ländlichsehr peripher 
1818809;3354027;Zernien;29499;Landkreis Lüchow-Dannenberg;Niedersachsen;ländlich;sehr peripher ;2500;ländlichsehr peripher 
1246442;3360025;Uelzen;29525;Landkreis Uelzen;Niedersachsen;teilweise städtisch;peripher ;2200;teilweise städtischperipher 
1460241;3360002;Bad Bevensen;29549;Landkreis Uelzen;Niedersachsen;teilweise städtisch;peripher ;2250;teilweise städtischperipher 
1460238;3360004;Bienenbüttel;29553;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;2900;ländlichperipher 
1460233;3360023;Suderburg;29556;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;2000;ländlichsehr peripher 
2012152;3360030;Wrestedt;29559;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;2100;ländlichsehr peripher 
1460232;3360024;Suhlendorf;29562;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;2050;ländlichsehr peripher 
1460240;3360029;Wriedel;29565;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;1650;ländlichperipher 
1460227;3360018;Rosche;29571;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;1850;ländlichsehr peripher 
1460253;3360006;Ebstorf;29574;Landkreis Uelzen;Niedersachsen;teilweise städtisch;peripher ;1950;teilweise städtischperipher 
1460228;3360001;Altenmedingen;29575;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;2550;ländlichperipher 
1246462;3360003;Barum;29576;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;3100;ländlichperipher 
1460254;3360007;Eimke;29578;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;1750;ländlichsehr peripher 
1246441;3360008;Emmendorf;29579;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;1850;ländlichperipher 
1460249;3360009;Gerdau;29581;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;1800;ländlichsehr peripher 
1460235;3360010;Hanstedt;29582;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;1950;ländlichperipher 
1460224;3360011;Himbergen;29584;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1460239;3360012;Jelmstorf;29585;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;2200;ländlichperipher 
1460247;3360014;Natendorf;29587;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;1800;ländlichperipher 
1460252;3360015;Oetzen;29588;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;1450;ländlichsehr peripher 
1246440;3360016;Rätzlingen;29590;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;2050;ländlichsehr peripher 
1460230;3360017;Römstedt;29591;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;1350;ländlichperipher 
1250041;3360019;Schwienau;29593;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;1600;ländlichperipher 
1460229;3360020;Soltendieck;29594;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;2100;ländlichsehr peripher 
1460246;3360022;Stoetze;29597;Landkreis Uelzen;Niedersachsen;ländlich;sehr peripher ;1850;ländlichsehr peripher 
1460255;3360026;Weste;29599;Landkreis Uelzen;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
1809016;3358021;Soltau;29614;Landkreis Heidekreis;Niedersachsen;teilweise städtisch;peripher ;2500;teilweise städtischperipher 
1809014;3358016;Munster;29633;Landkreis Heidekreis;Niedersachsen;teilweise städtisch;peripher ;2100;teilweise städtischperipher 
357061;3358019;Schneverdingen;29640;Landkreis Heidekreis;Niedersachsen;teilweise städtisch;peripher ;3400;teilweise städtischperipher 
309522;3353036;Undeloh;29640;Landkreis Harburg;Niedersachsen;ländlich;zentral ;3400;ländlichzentral 
1809015;3358017;Neuenkirchen;29643;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;2500;ländlichperipher 
1809013;3358002;Bispingen;29646;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;2250;ländlichzentral 
1809017;3358023;Wietzendorf;29649;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;2250;ländlichperipher 
2084704;3358501;Osterheide;29664;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;2150;ländlichperipher 
1808966;3358024;Walsrode;29664;Landkreis Heidekreis;Niedersachsen;teilweise städtisch;zentral ;2150;teilweise städtischzentral 
1808964;3358008;Bad Fallingbostel;29683;Landkreis Heidekreis;Niedersachsen;teilweise städtisch;zentral ;2050;teilweise städtischzentral 
2084704;3358501;Osterheide;29683;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;2050;ländlichperipher 
1808861;3358005;Buchholz (Aller);29690;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;2550;ländlichzentral 
1808863;3358007;Essel;29690;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;2550;ländlichzentral 
1808864;3358010;Gilten;29690;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;2550;ländlichzentral 
1809681;3358011;Grethem;29690;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;2550;ländlichzentral 
1808867;3358015;Lindwedel;29690;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;2550;ländlichzentral 
1808868;3358020;Schwarmstedt;29690;Landkreis Heidekreis;Niedersachsen;teilweise städtisch;zentral ;2550;teilweise städtischzentral 
1808860;3358001;Ahlden;29693;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;1900;ländlichzentral 
1799471;3358003;Böhme;29693;Landkreis Heidekreis;Niedersachsen;ländlich;peripher ;1900;ländlichperipher 
1808862;3358006;Eickeloh;29693;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;1900;ländlichzentral 
1808865;3358012;Hademstorf;29693;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;1900;ländlichzentral 
1808866;3358014;Hodenhagen;29693;Landkreis Heidekreis;Niedersachsen;ländlich;zentral ;1900;ländlichzentral 
1808966;3358024;Walsrode;29699;Landkreis Heidekreis;Niedersachsen;teilweise städtisch;zentral ;2300;teilweise städtischzentral 
59418;3241001;Hannover;30159;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3700;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30161;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30163;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4100;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30165;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30167;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4050;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30169;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30171;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4600;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30173;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4600;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30175;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4200;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30177;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30179;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3650;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30419;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3750;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30445;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3950;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30449;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3950;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30451;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3400;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30453;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30455;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30457;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30459;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3900;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30519;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4650;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30521;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30539;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30559;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4450;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30625;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4600;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30627;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4150;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30629;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4300;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30655;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4050;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30657;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3650;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30659;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4300;überwiegend städtischsehr zentral 
59418;3241001;Hannover;30669;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3500;überwiegend städtischsehr zentral 
59415;3241010;Langenhagen;30669;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3500;überwiegend städtischsehr zentral 
59417;3241005;Garbsen;30823;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3350;überwiegend städtischsehr zentral 
59417;3241005;Garbsen;30826;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3350;überwiegend städtischsehr zentral 
59417;3241005;Garbsen;30827;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3350;überwiegend städtischsehr zentral 
59415;3241010;Langenhagen;30851;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3450;überwiegend städtischsehr zentral 
59415;3241010;Langenhagen;30853;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3450;überwiegend städtischsehr zentral 
59415;3241010;Langenhagen;30855;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3450;überwiegend städtischsehr zentral 
2012733;3241009;Laatzen;30880;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3650;überwiegend städtischsehr zentral 
2012699;3241002;Barsinghausen;30890;Region Hannover;Niedersachsen;überwiegend städtisch;zentral ;2750;überwiegend städtischzentral 
1177823;3241019;Wedemark;30900;Region Hannover;Niedersachsen;teilweise städtisch;zentral ;3450;teilweise städtischzentral 
1612937;3241008;Isernhagen;30916;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3850;überwiegend städtischsehr zentral 
382498;3241015;Seelze;30926;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3100;überwiegend städtischsehr zentral 
1177824;3241004;Burgwedel;30938;Region Hannover;Niedersachsen;teilweise städtisch;zentral ;3700;teilweise städtischzentral 
2012735;3241014;Ronnenberg;30952;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;4100;überwiegend städtischsehr zentral 
2012732;3241007;Hemmingen;30966;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3650;überwiegend städtischsehr zentral 
2012665;3241020;Wennigsen (Deister);30974;Region Hannover;Niedersachsen;überwiegend städtisch;zentral ;2650;überwiegend städtischzentral 
2012734;3241013;Pattensen;30982;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;2950;überwiegend städtischsehr zentral 
2012731;3241006;Gehrden;30989;Region Hannover;Niedersachsen;überwiegend städtisch;zentral ;3550;überwiegend städtischzentral 
1168912;3254014;Elze;31008;Landkreis Hildesheim;Niedersachsen;teilweise städtisch;zentral ;2450;teilweise städtischzentral 
1186469;3252008;Salzhemmendorf;31020;Landkreis Hameln-Pyrmont;Niedersachsen;ländlich;peripher ;1400;ländlichperipher 
6680417;3254043;Gronau;31028;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;peripher ;1900;überwiegend städtischperipher 
1168893;3254013;Eime;31036;Landkreis Hildesheim;Niedersachsen;ländlich;peripher ;1700;ländlichperipher 
1168905;3254002;Alfeld (Leine);31061;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;peripher ;1400;überwiegend städtischperipher 
1184843;3255008;Delligsen;31073;Landkreis Holzminden;Niedersachsen;teilweise städtisch;peripher ;1400;teilweise städtischperipher 
6680435;3254045;Sibbesse;31079;Landkreis Hildesheim;Niedersachsen;ländlich;peripher ;2300;ländlichperipher 
6680431;3254042;Freden (Leine);31084;Landkreis Hildesheim;Niedersachsen;ländlich;peripher ;950;ländlichperipher 
6683478;3254041;Duingen;31089;Landkreis Hildesheim;Niedersachsen;ländlich;zentral ;1750;ländlichzentral 
1176503;3254021;Hildesheim;31134;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2600;überwiegend städtischzentral 
1176503;3254021;Hildesheim;31135;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2600;überwiegend städtischzentral 
1176503;3254021;Hildesheim;31137;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2700;überwiegend städtischzentral 
1176503;3254021;Hildesheim;31139;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2900;überwiegend städtischzentral 
1176503;3254021;Hildesheim;31141;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2800;überwiegend städtischzentral 
90874;3254028;Sarstedt;31157;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2900;überwiegend städtischzentral 
1168892;3254005;Bad Salzdetfurth;31162;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;1750;überwiegend städtischzentral 
1168919;3254008;Bockenem;31167;Landkreis Hildesheim;Niedersachsen;ländlich;zentral ;1350;ländlichzentral 
1168914;3254026;Nordstemmen;31171;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2100;überwiegend städtischzentral 
1182651;3254029;Schellerten;31174;Landkreis Hildesheim;Niedersachsen;ländlich;zentral ;1800;ländlichzentral 
69785;3254020;Harsum;31177;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2300;überwiegend städtischzentral 
1168904;3254017;Giesen;31180;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2150;überwiegend städtischzentral 
1168903;3254032;Söhlde;31185;Landkreis Hildesheim;Niedersachsen;ländlich;zentral ;1650;ländlichzentral 
1168891;3254022;Holle;31188;Landkreis Hildesheim;Niedersachsen;ländlich;zentral ;2300;ländlichzentral 
91859;3254003;Algermissen;31191;Landkreis Hildesheim;Niedersachsen;überwiegend städtisch;zentral ;2050;überwiegend städtischzentral 
6681691;3254044;Lamspringe;31097;Landkreis Hildesheim;Niedersachsen;ländlich;peripher ;1100;ländlichperipher 
6681691;3254044;Lamspringe;31099;Landkreis Hildesheim;Niedersachsen;ländlich;peripher ;1100;ländlichperipher 
6681691;3254044;Lamspringe;31195;Landkreis Hildesheim;Niedersachsen;ländlich;peripher ;1100;ländlichperipher 
1168910;3254011;Diekholzen;31199;Landkreis Hildesheim;Niedersachsen;teilweise städtisch;zentral ;1850;teilweise städtischzentral 
1182561;3157006;Peine;31224;Landkreis Peine;Niedersachsen;überwiegend städtisch;zentral ;2300;überwiegend städtischzentral 
1182561;3157006;Peine;31226;Landkreis Peine;Niedersachsen;überwiegend städtisch;zentral ;2200;überwiegend städtischzentral 
1182561;3157006;Peine;31228;Landkreis Peine;Niedersachsen;überwiegend städtisch;zentral ;2200;überwiegend städtischzentral 
1182562;3157001;Edemissen;31234;Landkreis Peine;Niedersachsen;ländlich;zentral ;2200;ländlichzentral 
4447414;3157009;Ilsede;31241;Landkreis Peine;Niedersachsen;überwiegend städtisch;zentral ;1900;überwiegend städtischzentral 
4447414;3157009;Ilsede;31246;Landkreis Peine;Niedersachsen;überwiegend städtisch;zentral ;2050;überwiegend städtischzentral 
337283;3157002;Hohenhameln;31249;Landkreis Peine;Niedersachsen;ländlich;zentral ;1850;ländlichzentral 
1184255;3241011;Lehrte;31275;Region Hannover;Niedersachsen;überwiegend städtisch;sehr zentral ;3100;überwiegend städtischsehr zentral 
59419;3241003;Burgdorf;31303;Region Hannover;Niedersachsen;teilweise städtisch;zentral ;3150;teilweise städtischzentral 
1177827;3241018;Uetze;31311;Region Hannover;Niedersachsen;teilweise städtisch;zentral ;2400;teilweise städtischzentral 
1184254;3241016;Sehnde;31319;Region Hannover;Niedersachsen;überwiegend städtisch;zentral ;3100;überwiegend städtischzentral 
73888;3241021;Wunstorf;31515;Region Hannover;Niedersachsen;überwiegend städtisch;zentral ;3050;überwiegend städtischzentral 
1162990;3241012;Neustadt am Rübenberge;31535;Region Hannover;Niedersachsen;teilweise städtisch;zentral ;2500;teilweise städtischzentral 
1169366;3257006;Bad Nenndorf;31542;Landkreis Schaumburg;Niedersachsen;überwiegend städtisch;zentral ;2200;überwiegend städtischzentral 
1183266;3256025;Rehburg-Loccum;31547;Landkreis Nienburg/Weser;Niedersachsen;ländlich;peripher ;1700;ländlichperipher 
1176599;3257002;Apelern;31552;Landkreis Schaumburg;Niedersachsen;teilweise städtisch;zentral ;2350;teilweise städtischzentral 
1176596;3257032;Rodenberg;31552;Landkreis Schaumburg;Niedersachsen;überwiegend städtisch;zentral ;2350;überwiegend städtischzentral 
1182471;3257004;Auhagen;31553;Landkreis Schaumburg;Niedersachsen;ländlich;zentral ;2350;ländlichzentral 
1182472;3257033;Sachsenhagen;31553;Landkreis Schaumburg;Niedersachsen;ländlich;zentral ;2350;ländlichzentral 
1169363;3257036;Suthfeld;31555;Landkreis Schaumburg;Niedersachsen;überwiegend städtisch;zentral ;1800;überwiegend städtischzentral 
